head_shoulder_z_diff,head_shoulder_y_diff,posture_angle,head_tilt_z_diff,label
-0.5377453187254665,-1.1725037955257767,-2.00080367497069,-0.3818273999698543,0.0
-0.5360452355110165,-1.1703355823315051,-2.000305380446448,-0.37432994564452465,0.0
-0.5302365540718895,-1.1628297509862706,-1.9986188050657319,-0.3700628968028548,0.0
-0.53608030957603,-1.1547780436951738,-2.0054190669927774,-0.36308797436096835,0.0
-0.5305421591420102,-1.1231334641085908,-2.012102168864153,-0.3649409869994774,0.0
-0.5297254899166037,-1.1180113887391216,-2.013273657651856,-0.37173039616214354,0.0
-0.3843347036579055,-1.0957279308585055,-1.9081457497601737,-0.31853377571833685,0.0
-0.48839754024687904,-1.0858414620522372,-1.993473235410226,-0.3536898862453796,0.0
-0.3908793286527351,-1.0770516081768573,-1.9189310048039054,-0.309896150067819,0.0
-0.6671481530919984,-1.1131433415019945,-2.110728291690936,-0.39092514581392973,0.0
-0.5839044035996399,-1.0823080842829456,-2.0655418144316378,-0.3666639107888762,0.0
-0.5633256476941262,-1.059811633449912,-2.0593515435432153,-0.3625992531781383,0.0
-0.4912798246698624,-1.0873091708647091,-1.9951717440063084,-0.35393724300173357,0.0
-0.40003436548583937,-1.0737056033903534,-1.9274380500324093,-0.3183027222460421,0.0
-0.5183722545860566,-1.1023566938774254,-2.0103538040505797,-0.3551816550371231,0.0
-0.599497777178611,-1.1418323243100899,-2.054267911422857,-0.4063194902247159,0.0
-0.5817135094391096,-1.1476709261986395,-2.039920345938604,-0.3995486526598446,0.0
-0.6634931517876106,-1.1498873233424076,-2.0941376885729315,-0.39692123810231683,0.0
-0.6339152677062125,-1.1613250974535676,-2.0704517310056882,-0.4054550362089486,0.0
-0.6242563387520428,-1.1301974485106276,-2.0754363956526465,-0.40561309884407776,0.0
-0.6252247353991063,-1.1325030060003658,-2.0752299721027407,-0.39507004332132417,0.0
-0.6735732120930417,-1.12543111873949,-2.1101139141695446,-0.3951943725552657,0.0
-0.4414487113392363,-1.15397177072167,-1.936167278684939,-0.33345812357538407,0.0
-0.4876454388039561,-1.1472006686168978,-1.97272984450957,-0.35890827116206253,0.0
-0.4942197181161166,-1.1099790273892347,-1.9896943056613174,-0.3697955335318118,0.0
-0.5213586531391282,-1.1469677533803666,-1.9974308103023104,-0.36365244746987474,0.0
-0.4083738225735092,-1.1587750469361013,-1.9096241300839414,-0.3539835048038129,0.0
-0.4846923498024667,-1.1522385531785302,-1.968979084660698,-0.37598889546910674,0.0
-0.5148038631557769,-1.1566539894481764,-1.989551473294911,-0.3658047134953297,0.0
-0.36406509301278495,-1.1612908844810206,-1.874592281843435,-0.3171281432430637,0.0
-0.4565580970215698,-1.1542680261739364,-1.9474511655498767,-0.3734916471075646,0.0
-0.35969884468374985,-1.128205919014114,-1.8794319193673166,-0.31501353051505465,0.0
-0.3196347217848269,-1.1362046919051016,-1.8450267026867972,-0.3047237994995075,0.0
-0.33677520727678534,-1.1420225883759816,-1.8575618358920436,-0.31804683239271986,0.0
-0.33538031027956083,-1.132501821380961,-1.8587090766404963,-0.30490464949738477,0.0
-0.3574426677585123,-1.1326475620752905,-1.8764861133652062,-0.33464917047131476,0.0
-0.43532545439032383,-1.1218317857802371,-1.9409576614037227,-0.34662643570453155,0.0
-0.39520546862545075,-1.1254622194380812,-1.9084948110117095,-0.341459275147009,0.0
-0.40188160326953326,-1.0966614331596571,-1.9220581741830278,-0.3358740376524398,0.0
-0.3256777935624872,-1.1026261811175992,-1.8579959320425783,-0.29163331517138474,0.0
-0.40489442241169343,-1.0772218255092507,-1.9303287497640425,-0.2996170845408487,0.0
-0.5718662104497355,-1.091516559219473,-2.0533954850151854,-0.3725644168889248,0.0
-0.4672152722830959,-1.0882096055959458,-1.9763398499331564,-0.33489965587804943,0.0
-0.5915060483313467,-1.0675285202298304,-2.0767736343256558,-0.3433940393908855,0.0
-0.6447908331310264,-1.1093811300710932,-2.097290066338816,-0.3930754325677994,0.0
-0.5379394698878649,-1.0993603268259688,-2.0258638382427496,-0.3535071083833421,0.0
-0.5513509349516558,-1.1011485306412963,-2.035008038069986,-0.37175243188926066,0.0
-0.5961528548405118,-1.1038485077587679,-2.0659819553683025,-0.38966601750004454,0.0
-0.5641149152636166,-1.1059234371970834,-2.042479317738947,-0.3488575632643491,0.0
-0.5307154231162611,-1.1256424719270401,-2.0113669342751037,-0.39437984883828336,0.0
-0.46157139182728896,-1.1036235021971752,-1.9669210408987297,-0.339516311654962,0.0
-0.400826589791454,-1.1103601418892686,-1.9172262003565939,-0.3136329681697989,0.0
-0.3771489673923937,-1.1198490979742117,-1.8956506301051097,-0.31194861950878217,0.0
-0.3865206468542418,-1.1038427542182754,-1.9076129259693098,-0.316512299853913,0.0
-0.613993257820089,-1.127193510749907,-2.0695688286878453,-0.4075959584141079,0.0
-0.5471416304406056,-1.1095334902325427,-2.028930947805341,-0.365259025750792,0.0
-0.5570185808912363,-1.0938782328928638,-2.0417882777152645,-0.36452910752510803,0.0
-0.5440611467774636,-1.086307803033739,-2.0351118438379356,-0.36991629273965787,0.0
-0.44109904725167903,-1.0861865456487505,-1.9565492039381012,-0.3388530548548524,0.0
-0.5152626151052718,-1.0482326524595915,-2.027664075307047,-0.3986234435869468,0.0
-0.6135075187446454,-1.0897223764689978,-2.083561222227781,-0.39450501829142176,0.0
-0.6408584686310405,-1.1018877036781032,-2.0975769287553145,-0.39240132142142836,0.0
-0.6249780394438345,-1.101192987458268,-2.0870109346924313,-0.39264373114271034,0.0
-0.5570504097594344,-1.0921311462040815,-2.042458053613554,-0.3548182160362317,0.0
-0.5714857385332921,-1.0996631585241021,-2.050072853026103,-0.37757459793722375,0.0
-0.4653929759314083,-1.1003978198133608,-1.9709136904733104,-0.34784791894295597,0.0
-0.657716267715199,-1.0998101443829205,-2.1097639002382125,-0.4037903349022574,0.0
-0.5485771174407634,-1.077431994318845,-2.0417390422634916,-0.3700900302443055,0.0
-0.590799394060077,-1.0524079695814568,-2.082333573097448,-0.3729317073156477,0.0
-0.567968085347885,-1.0420500580625542,-2.069830251094027,-0.3672768129687246,0.0
-0.5266408418011199,-1.0630923041302442,-2.0307457747263062,-0.36925943424885366,0.0
-0.6552031601949565,-1.0563111944339996,-2.1259904898732676,-0.37794665347868,0.0
-0.6550570652163914,-1.0960942987776314,-2.109470167544835,-0.40268595806125085,0.0
-0.6576383627565952,-1.1050409536462966,-2.1076241358328107,-0.3823863863270744,0.0
-0.5340085470915154,-1.0932565306102306,-2.025166776495513,-0.368456270210866,0.0
-0.5063895136248582,-1.0884175853082356,-2.006261975180477,-0.3699378995491082,0.0
-0.504938481034897,-1.1034680648988522,-1.9999460383762886,-0.3793165621836271,0.0
-0.4944762363594702,-1.0969413759984123,-1.9942964413924522,-0.3554997543712923,0.0
-0.41925615150837653,-1.098143744848598,-1.9355032473437308,-0.33774639771092785,0.0
-0.48044048298735575,-1.070849151529708,-1.9925301429513413,-0.3553705133135075,0.0
-0.5839524808086832,-1.0757841418468794,-2.0681070032332647,-0.3868562462690728,0.0
-0.5922273864270177,-1.0781221027950116,-2.0731125786206315,-0.38964535102062564,0.0
-0.48239510340129976,-1.0862685120585098,-1.9887201166157638,-0.37276650848536425,0.0
-0.47934457888212045,-1.096064443803117,-1.983066150827023,-0.36177720228440413,0.0
-0.5069297676230254,-1.097762857271447,-2.0034068365912328,-0.36089719169143747,0.0
-0.5137414067862187,-1.1006220286533563,-2.007511368005729,-0.3831140559494878,0.0
-0.5770586995943976,-1.103344254977232,-2.0526810497812042,-0.3812052457438699,0.0
-0.5379031544456747,-1.1017246424134102,-2.024989638376551,-0.36565852094028345,0.0
-0.4921165439001671,-1.0997377433941335,-1.9915571125054259,-0.35813235824710593,0.0
-0.5810559059570145,-1.100963741650324,-2.0564125300413454,-0.37562486501697173,0.0
-0.5865586199190299,-1.0947633482132175,-2.062661042382295,-0.3870084168526957,0.0
-0.6210524548915797,-1.0816869536862614,-2.0919928888014927,-0.38726455973891183,0.0
-0.5592143838144018,-1.07658133969535,-2.049871034268511,-0.3742340517758591,0.0
-0.5498202677385767,-1.0758077976163833,-2.0432659551888883,-0.36273117796632875,0.0
-0.6698900973250147,-1.047292652825322,-2.1398539658818,-0.3769511272382983,0.0
-0.4957191446211718,-1.0272801893793129,-2.02039075445527,-0.35063138250158754,0.0
-0.594424447481483,-1.051804462098559,-2.08519451431367,-0.3552707504067523,0.0
-0.39673386772313457,-1.1389679985628747,-1.9059803860360987,-0.32974889230627175,1.0
-0.4224911765847879,-1.1555762354991146,-1.9213100875799862,-0.31163387771941337,1.0
-0.3658433568990111,-1.1360374035808667,-1.8823437942866523,-0.3101279882274636,1.0
-0.4025583031375948,-1.1077913042270808,-1.9193481439455937,-0.2967704859244793,1.0
-0.40804003572204584,-1.0809793665363971,-1.931732946225964,-0.3007597792799776,1.0
-0.4608889637240602,-1.1028983731038104,-1.9666284052953094,-0.32832512726165,1.0
-0.5157172193145648,-1.1558842375555993,-1.9904580268146914,-0.3909404411649805,1.0
-0.4642754950100958,-1.1766244409436974,-1.946623798541798,-0.3672629638033256,1.0
-0.5206093131683792,-1.2135279703353647,-1.9760541720787244,-0.38323455832276004,1.0
-0.44165631699026603,-1.23957839917894,-1.9130686431349229,-0.36381702250735787,1.0
-0.4467809751100792,-1.243019110176068,-1.9158490763518168,-0.36475609535801035,1.0
-0.4433481077567452,-1.216498700292701,-1.9202822409318026,-0.3480597718689021,1.0
-0.4443143547544743,-1.2301361215594493,-1.9174060486189084,-0.35964238236818774,1.0
-0.3824739981620625,-1.2276190644551876,-1.8728223703143458,-0.3318850746722501,1.0
-0.4253014148890753,-1.2530326548464474,-1.8980127461767662,-0.3576569693516021,1.0
-0.42465558149817156,-1.2727832234011462,-1.8928258158127484,-0.3686236351708823,1.0
-0.3690710769360408,-1.2708506648491684,-1.8534343215537072,-0.3335162623192547,1.0
-0.4456574713388351,-1.2691122246376185,-1.9085013897352638,-0.3608413347957996,1.0
-0.3553462685758646,-1.2551003670355991,-1.8466975166852395,-0.3205027018744235,1.0
-0.4387980681334095,-1.2418817227616488,-1.9104375156373352,-0.34481079305709417,1.0
-0.447145682429359,-1.2327689999906195,-1.9187546744023989,-0.3476981132089376,1.0
-0.4823326825261136,-1.2279718347126536,-1.945070100558231,-0.3678002429574375,1.0
-0.3509976925197466,-1.1922773542050877,-1.8571008595373129,-0.3043675235269795,1.0
-0.4170561639126169,-1.183739270706275,-1.9095373241230884,-0.33838248885663424,1.0
-0.42298866394092405,-1.180863426041206,-1.9147600500443345,-0.35154849274029787,1.0
-0.37217931862371395,-1.1559821666598034,-1.8822756490642063,-0.3107690024631497,1.0
-0.37725237458586636,-1.1672780996287069,-1.8833900909256782,-0.3148811303636601,1.0
-0.38177896372476744,-1.177225439875674,-1.8843986232833254,-0.3168549088848639,1.0
-0.4360217918818463,-1.1552072729184066,-1.931704729094104,-0.32648935246188704,1.0
-0.3326515238511466,-1.1541862977360642,-1.8514046127418058,-0.2721182383877993,1.0
-0.39026323439581284,-1.134082313699177,-1.9022254955095754,-0.3147184452965091,1.0
-0.3343452799945173,-1.1563080853926548,-1.8522685500822151,-0.2992811165432998,1.0
-0.34766905370387263,-1.1679691103604195,-1.860113893260053,-0.3062482148910236,1.0
-0.454200537550508,-1.1483706181378632,-1.9474324127322915,-0.3351797343653009,1.0
-0.3690963850983775,-1.1485894987390755,-1.881721142588465,-0.3023779467786891,1.0
-0.3510917920606644,-1.1605165592720947,-1.8645731692288876,-0.295919424343624,1.0
-0.3471679857263203,-1.1548939836553975,-1.862808932147348,-0.29062809084150876,1.0
-0.43961824197281313,-1.1387437222909484,-1.9392240615928389,-0.334189866097633,1.0
-0.3518542878239748,-1.1674229686394428,-1.8635315367215546,-0.2948696547748515,1.0
-0.4577745867805117,-1.2131518373374806,-1.9316197182230912,-0.36141476416871315,1.0
-0.4819741585789979,-1.2251335172871463,-1.945604820543589,-0.3790246463659604,1.0
-0.48762277402852017,-1.2198334284823593,-1.951083182250112,-0.3644041501154166,1.0
-0.44266586841490513,-1.2210532333389166,-1.9185879768639273,-0.35152421734853684,1.0
-0.4054550162990279,-1.2259487000306957,-1.8901998503791937,-0.3276394293834164,1.0
-0.4638781480408631,-1.2375300466972474,-1.9294284057526814,-0.3557858520638112,1.0
-0.3822084530312469,-1.2298475380324858,-1.8721108103704525,-0.3223203653888255,1.0
-0.42317792217336925,-1.2386615400756784,-1.9000053111688187,-0.35887779716842527,1.0
-0.32883309458096077,-1.2349818778684225,-1.8310241686564435,-0.3115306098977339,1.0
-0.4429948458419454,-1.240475905276752,-1.9137972004720647,-0.3647113311484529,1.0
-0.48226972258674067,-1.25094792241,-1.9387609412808127,-0.3735339910382614,1.0
-0.5158316980370552,-1.2482543814363458,-1.962666227206378,-0.37428629679223535,1.0
